date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,minutesPerIDRehouse,minutesPerCount,minutesPerPaint,minutesPerCatalog,minutesPerLabels,minutesPerNumber,minutesPerTotal,lotsProcessed,lotsRehoused,lotsIdentified,lotsReidentified
2018-07-25,274,03,1 of 3,2853,Rosario,Santa Catarina,"Campanian, Maastrichtian",3.5,NA,0.1,1.3,0.9,0.2,6,34,21,11,8
2018-09-25,274,03,2 of 3,2852,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",3.8,NA,0.1,0.6,NA,0.6,5.1,48,25,24,21
2018-10-12,274,04,1 of 3,2855,Rosario,Santa Catarina Landing,"Campanian, Maastrichtian",4.1,NA,NA,0.9,0.3,NA,5.3,44,29,14,23
2018-07-26,274,06,1 of 1,2858,Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",2,NA,0.1,1.3,1,0.1,4.5,15,7,8,8
2018-07-25,276,01,1 of 2,"5975, 5979",Rosario,Arroyo Santa Catarina,"Campanian, Maastrichtian",2.5,NA,0.1,1.2,0.6,0.1,4.5,48,13,23,19
2018-07-26,276,01,2 of 2,"2860, 2868, 2859",Rosario,Santa Catarina,"Campanian, Maastrichtian",3.8,NA,0.1,1.3,0.9,0.1,6.2,16,4,2,9
2018-05-22,183,01,1 of 1,,,LouElla Spms,,NA,NA,NA,NA,1.2,NA,1.2,13,16,0,10
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,3,NA,NA,3,0.5,NA,6.5,10,4,2,1
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,2.5,NA,NA,1.9,1.1,NA,5.5,8,8,0,1
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.4,NA,0.1,0.5,0.3,0.1,2.4,29,35,0,1
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.9,NA,NA,1.1,0.4,NA,3.4,8,2,1,2
2018-10-27,Taxonomic,,,,,Inoceramidae Systematic Collection,,1.3,NA,0.2,0.9,0.3,0.1,2.8000000000000003,33,20,12,11
2018-10-28,Taxonomic,,,,,Inoceramidae Systematic Collection,,0.8,NA,0,0.9,0.3,0.4,2.4,33,2,33,0
2018-04-16,Taxonomic,,,,Redding,Bear Creek,"Turonian, Coniacian, Santonian",2,NA,0.1,1.5,1,0.2,4.8,10,15,0,1
2018-04-16,Taxonomic,,,,Redding,Bellavista,"Turonian, Coniacian, Santonian",1.3,NA,0.4,1.8,0.3,0.4,4.2,34,54,0,15
2018-04-16,Taxonomic,,,,Redding,Frazier Siltstone,"Turonian, Coniacian, Santonian",2.7,NA,0.1,1.4,0.7,0.2,5.1,22,33,0,6
2018-04-18,Taxonomic,,,,,,,1.4,NA,0.3,1,0.7,0.3,3.6999999999999997,14,18,0,2
2018-04-20,Taxonomic,,,,,,,1.4,NA,0.3,0.7,0.3,0.1,2.8,33,20,8,12
2018-07-14,Taxonomic,,,,,,,1.5,NA,0.5,NA,0.5,0.2,2.7,20,33,0,1
2017-09-26,unknown,01,3 of 4,10711,Chatsworth,,Campanian,3.2,0.7,0.3,5.3,2.6,1.1,13.2,14,12,3,1
2018-05-19,unknown,,,,,,,NA,NA,NA,1.1,0.9,0.9,2.9000000000000004,28,44,0,0
2018-05-19,unknown,,,,,,,2.5,NA,NA,1.8,0.6,NA,4.9,24,30,4,0
2018-08-01,unknown,,,,,,,1.6,NA,0.2,2.1,0.2,0.2,4.3,28,44,0,0
